transaction_id,date,customer_code,product_code,market_code,quantity,sales_amount,cost_price,profit
TXN04142,2019-01-09,CUS024,PRD004,MKT003,16,582.08,261.94,320.14
TXN04572,2019-01-09,CUS025,PRD004,MKT002,16,575.36,258.91,316.45
TXN00445,2019-01-10,CUS024,PRD005,MKT007,2,18.26,11.87,6.39
TXN01068,2019-01-10,CUS018,PRD004,MKT010,2,71.64,32.24,39.4
TXN01476,2019-01-10,CUS002,PRD008,MKT002,5,48.7,21.91,26.79
TXN03796,2019-01-10,CUS015,PRD001,MKT002,1,14.24,6.41,7.83
TXN01580,2019-01-11,CUS018,PRD017,MKT001,3,274.02,178.11,95.91
TXN01782,2019-01-11,CUS005,PRD015,MKT009,4,102.08,66.35,35.73
TXN04368,2019-01-11,CUS047,PRD008,MKT006,9,96.39,43.38,53.01
TXN02040,2019-01-12,CUS009,PRD004,MKT006,12,416.4,187.38,229.02
TXN02058,2019-01-12,CUS019,PRD007,MKT009,6,180.06,117.04,63.02
TXN03205,2019-01-12,CUS027,PRD020,MKT005,3,228.48,148.51,79.97
TXN03910,2019-01-12,CUS024,PRD009,MKT001,11,612.81,398.33,214.48
TXN03962,2019-01-13,CUS017,PRD017,MKT002,6,504.48,327.91,176.57
TXN01414,2019-01-14,CUS011,PRD002,MKT001,2,46.4,20.88,25.52
TXN01984,2019-01-14,CUS015,PRD017,MKT003,7,685.58,445.63,239.95
TXN02885,2019-01-14,CUS023,PRD011,MKT005,9,123.12,55.4,67.72
TXN02978,2019-01-14,CUS004,PRD017,MKT010,16,1344.16,873.7,470.46
TXN01064,2019-01-15,CUS005,PRD002,MKT006,7,171.99,77.4,94.59
TXN01621,2019-01-15,CUS005,PRD014,MKT002,9,201.69,90.76,110.93
TXN03787,2019-01-15,CUS006,PRD006,MKT001,16,751.04,337.97,413.07
TXN04210,2019-01-15,CUS038,PRD008,MKT007,14,126.84,57.08,69.76
TXN00607,2019-01-16,CUS016,PRD014,MKT008,8,186.16,83.77,102.39
TXN00705,2019-01-16,CUS021,PRD005,MKT005,4,38.6,25.09,13.51
TXN03125,2019-01-16,CUS002,PRD012,MKT006,7,297.15,193.15,104.0
TXN03889,2019-01-16,CUS009,PRD011,MKT004,9,134.73,60.63,74.1
TXN00514,2019-01-17,CUS011,PRD006,MKT007,16,737.44,331.85,405.59
TXN01290,2019-01-17,CUS003,PRD017,MKT003,9,866.34,563.12,303.22
TXN02086,2019-01-17,CUS005,PRD010,MKT003,2,37.48,16.87,20.61
TXN04732,2019-01-17,CUS020,PRD012,MKT001,11,426.8,277.42,149.38
TXN01377,2019-01-18,CUS004,PRD008,MKT002,1,9.43,4.24,5.19
TXN02242,2019-01-19,CUS004,PRD004,MKT006,17,539.92,242.96,296.96
TXN02683,2019-01-19,CUS021,PRD015,MKT007,8,193.44,125.74,67.7
TXN00454,2019-01-20,CUS015,PRD004,MKT003,12,420.36,189.16,231.2
TXN03456,2019-01-21,CUS007,PRD005,MKT002,10,88.8,57.72,31.08
TXN01029,2019-01-22,CUS023,PRD017,MKT001,2,180.88,117.57,63.31
TXN01662,2019-01-22,CUS031,PRD005,MKT010,4,34.2,22.23,11.97
TXN01807,2019-01-22,CUS004,PRD020,MKT008,16,1105.44,718.54,386.9
TXN02074,2019-01-22,CUS007,PRD008,MKT001,16,174.08,78.34,95.74
TXN02542,2019-01-22,CUS024,PRD012,MKT006,1,43.47,28.26,15.21
TXN02836,2019-01-22,CUS037,PRD005,MKT001,1,9.14,5.94,3.2
TXN00716,2019-01-23,CUS018,PRD012,MKT001,1,40.57,26.37,14.2
TXN02558,2019-01-23,CUS011,PRD011,MKT001,11,170.39,76.68,93.71
TXN04021,2019-01-24,CUS010,PRD020,MKT006,1,70.25,45.66,24.59
TXN01515,2019-01-26,CUS004,PRD002,MKT006,9,220.32,99.14,121.18
TXN02059,2019-01-27,CUS020,PRD001,MKT002,11,140.03,63.01,77.02
TXN02455,2019-01-27,CUS042,PRD013,MKT003,7,399.07,179.58,219.49
TXN02838,2019-01-27,CUS007,PRD008,MKT004,16,159.68,71.86,87.82
TXN02032,2019-01-28,CUS005,PRD015,MKT001,10,268.4,174.46,93.94
TXN04072,2019-01-28,CUS004,PRD008,MKT007,7,63.14,28.41,34.73
TXN00135,2019-01-29,CUS018,PRD002,MKT010,2,49.6,22.32,27.28
TXN00495,2019-01-29,CUS008,PRD001,MKT001,9,117.09,52.69,64.4
TXN00627,2019-01-29,CUS036,PRD016,MKT004,1,17.59,7.92,9.67
TXN03842,2019-01-29,CUS003,PRD020,MKT002,15,1028.4,668.46,359.94
TXN03710,2019-01-30,CUS011,PRD007,MKT008,17,481.1,312.71,168.39
TXN04137,2019-01-30,CUS034,PRD012,MKT007,4,148.52,96.54,51.98
TXN01967,2019-02-01,CUS005,PRD009,MKT007,13,846.95,550.52,296.43
TXN00186,2019-02-02,CUS005,PRD002,MKT007,10,230.6,103.77,126.83
TXN00395,2019-02-02,CUS001,PRD012,MKT001,10,417.7,271.51,146.19
TXN01663,2019-02-02,CUS017,PRD020,MKT007,15,1067.4,693.81,373.59
TXN02862,2019-02-02,CUS025,PRD010,MKT002,3,58.8,26.46,32.34
TXN00262,2019-02-03,CUS011,PRD002,MKT002,13,333.19,149.94,183.25
TXN01052,2019-02-03,CUS002,PRD002,MKT007,1,24.52,11.03,13.49
TXN02238,2019-02-03,CUS001,PRD017,MKT003,2,174.74,113.58,61.16
TXN03455,2019-02-03,CUS004,PRD009,MKT010,4,225.76,146.74,79.02
TXN00317,2019-02-04,CUS011,PRD014,MKT010,11,243.21,109.44,133.77
TXN02475,2019-02-04,CUS004,PRD018,MKT004,7,181.86,81.84,100.02
TXN04767,2019-02-04,CUS022,PRD016,MKT003,13,224.25,100.91,123.34
TXN04812,2019-02-04,CUS017,PRD013,MKT002,3,171.6,77.22,94.38
TXN01837,2019-02-05,CUS018,PRD020,MKT008,10,700.3,455.19,245.11
TXN01942,2019-02-05,CUS014,PRD010,MKT010,9,184.86,83.19,101.67
TXN02022,2019-02-05,CUS049,PRD015,MKT009,15,378.3,245.9,132.4
TXN03734,2019-02-05,CUS001,PRD002,MKT005,15,379.35,170.71,208.64
TXN01801,2019-02-06,CUS022,PRD018,MKT010,9,241.02,108.46,132.56
TXN01915,2019-02-07,CUS018,PRD002,MKT007,13,300.56,135.25,165.31
TXN03724,2019-02-07,CUS006,PRD006,MKT008,1,41.11,18.5,22.61
TXN00215,2019-02-08,CUS014,PRD002,MKT002,8,202.88,91.3,111.58
TXN01352,2019-02-08,CUS008,PRD005,MKT008,11,97.79,63.56,34.23
TXN03907,2019-02-08,CUS025,PRD013,MKT001,15,756.3,340.33,415.97
TXN04320,2019-02-09,CUS018,PRD003,MKT007,11,517.77,336.55,181.22
TXN01378,2019-02-10,CUS027,PRD014,MKT006,4,84.4,37.98,46.42
TXN03627,2019-02-10,CUS027,PRD003,MKT005,11,503.69,327.4,176.29
TXN03667,2019-02-10,CUS002,PRD014,MKT006,13,285.22,128.35,156.87
TXN04580,2019-02-10,CUS040,PRD017,MKT007,7,648.97,421.83,227.14
TXN04764,2019-02-10,CUS024,PRD008,MKT006,5,50.6,22.77,27.83
TXN00087,2019-02-11,CUS021,PRD005,MKT004,2,18.22,11.84,6.38
TXN02017,2019-02-11,CUS001,PRD017,MKT005,3,248.13,161.28,86.85
TXN01418,2019-02-12,CUS031,PRD003,MKT006,2,96.74,62.88,33.86
TXN02316,2019-02-12,CUS033,PRD010,MKT003,10,201.9,90.86,111.04
TXN02390,2019-02-12,CUS013,PRD006,MKT001,8,375.12,168.8,206.32
TXN03487,2019-02-12,CUS030,PRD001,MKT003,13,164.71,74.12,90.59
TXN03518,2019-02-12,CUS026,PRD015,MKT006,1,22.52,14.64,7.88
TXN00846,2019-02-13,CUS024,PRD008,MKT001,1,9.96,4.48,5.48
TXN01669,2019-02-13,CUS009,PRD018,MKT008,13,371.67,167.25,204.42
TXN00633,2019-02-14,CUS019,PRD004,MKT003,12,444.36,199.96,244.4
TXN00899,2019-02-14,CUS002,PRD019,MKT002,9,290.61,188.9,101.71
TXN02451,2019-02-14,CUS016,PRD004,MKT008,10,334.3,150.44,183.86
TXN03108,2019-02-14,CUS037,PRD008,MKT009,15,143.85,64.73,79.12
TXN00746,2019-02-15,CUS007,PRD003,MKT005,3,153.87,100.02,53.85
TXN04960,2019-02-15,CUS006,PRD016,MKT010,13,199.29,89.68,109.61
TXN04846,2019-02-16,CUS013,PRD003,MKT006,7,383.67,249.39,134.28
TXN01354,2019-02-17,CUS010,PRD004,MKT001,10,337.1,151.7,185.4
TXN02139,2019-02-17,CUS027,PRD006,MKT007,4,175.48,78.97,96.51
TXN02216,2019-02-17,CUS004,PRD013,MKT003,9,524.43,235.99,288.44
TXN02599,2019-02-17,CUS017,PRD006,MKT008,9,399.78,179.9,219.88
TXN04577,2019-02-17,CUS012,PRD013,MKT003,3,153.81,69.21,84.6
TXN04660,2019-02-17,CUS011,PRD002,MKT006,2,52.78,23.75,29.03
TXN04596,2019-02-18,CUS027,PRD016,MKT002,1,16.52,7.43,9.09
TXN00949,2019-02-19,CUS015,PRD016,MKT007,4,72.04,32.42,39.62
TXN01392,2019-02-19,CUS019,PRD013,MKT003,5,261.05,117.47,143.58
TXN02014,2019-02-19,CUS007,PRD016,MKT002,5,89.2,40.14,49.06
TXN02299,2019-02-19,CUS021,PRD007,MKT002,8,254.4,165.36,89.04
TXN02512,2019-02-19,CUS023,PRD020,MKT002,13,900.38,585.25,315.13
TXN02604,2019-02-19,CUS024,PRD012,MKT006,1,39.61,25.75,13.86
TXN02795,2019-02-19,CUS034,PRD015,MKT001,3,78.84,51.25,27.59
TXN02636,2019-02-20,CUS016,PRD013,MKT003,9,485.37,218.42,266.95
TXN01772,2019-02-21,CUS026,PRD003,MKT003,12,633.24,411.61,221.63
TXN03746,2019-02-21,CUS003,PRD002,MKT002,7,174.93,78.72,96.21
TXN04389,2019-02-21,CUS023,PRD005,MKT004,15,124.5,80.93,43.57
TXN04566,2019-02-21,CUS018,PRD004,MKT004,14,493.08,221.89,271.19
TXN00090,2019-02-22,CUS039,PRD012,MKT009,7,274.12,178.18,95.94
TXN00572,2019-02-22,CUS006,PRD013,MKT010,9,528.93,238.02,290.91
TXN04329,2019-02-22,CUS013,PRD018,MKT002,6,158.58,71.36,87.22
TXN00542,2019-02-23,CUS010,PRD005,MKT009,15,129.0,83.85,45.15
TXN03681,2019-02-23,CUS029,PRD005,MKT004,4,37.76,24.54,13.22
TXN04313,2019-02-23,CUS013,PRD003,MKT007,3,143.85,93.5,50.35
TXN02538,2019-02-25,CUS012,PRD020,MKT007,1,69.64,45.27,24.37
TXN03034,2019-02-25,CUS008,PRD002,MKT007,3,67.86,30.54,37.32
TXN04678,2019-02-25,CUS032,PRD008,MKT003,11,107.47,48.36,59.11
TXN00601,2019-02-26,CUS012,PRD004,MKT005,4,149.96,67.48,82.48
TXN01934,2019-02-26,CUS010,PRD017,MKT003,8,760.64,494.42,266.22
TXN01983,2019-02-26,CUS020,PRD001,MKT008,10,137.7,61.97,75.73
TXN04290,2019-02-26,CUS003,PRD014,MKT005,1,24.6,11.07,13.53
TXN01341,2019-02-27,CUS029,PRD003,MKT005,1,54.36,35.33,19.03
TXN02247,2019-02-28,CUS029,PRD007,MKT008,1,31.4,20.41,10.99
TXN00134,2019-03-01,CUS044,PRD013,MKT002,4,211.64,95.24,116.4
TXN00974,2019-03-01,CUS015,PRD014,MKT001,1,21.09,9.49,11.6
TXN02063,2019-03-01,CUS020,PRD015,MKT006,4,107.36,69.78,37.58
TXN03605,2019-03-01,CUS024,PRD003,MKT004,14,677.46,440.35,237.11
TXN04608,2019-03-01,CUS008,PRD018,MKT003,4,120.56,54.25,66.31
TXN00536,2019-03-02,CUS012,PRD009,MKT003,4,229.16,148.95,80.21
TXN01793,2019-03-03,CUS004,PRD017,MKT003,4,349.72,227.32,122.4
TXN04168,2019-03-04,CUS046,PRD016,MKT002,2,32.02,14.41,17.61
TXN04362,2019-03-04,CUS011,PRD012,MKT005,19,735.68,478.19,257.49
TXN04852,2019-03-04,CUS017,PRD013,MKT004,18,907.92,408.56,499.36
TXN04947,2019-03-05,CUS022,PRD001,MKT001,19,223.82,100.72,123.1
TXN00016,2019-03-06,CUS033,PRD002,MKT002,17,423.64,190.64,233.0
TXN01781,2019-03-06,CUS004,PRD007,MKT003,16,489.44,318.14,171.3
TXN01932,2019-03-06,CUS017,PRD007,MKT001,16,504.32,327.81,176.51
TXN00367,2019-03-07,CUS030,PRD009,MKT007,1,56.88,36.97,19.91
TXN01856,2019-03-07,CUS015,PRD008,MKT007,16,156.16,70.27,85.89
TXN02218,2019-03-07,CUS042,PRD018,MKT002,14,391.3,176.09,215.21
TXN04376,2019-03-07,CUS001,PRD002,MKT007,14,333.62,150.13,183.49
TXN00461,2019-03-08,CUS014,PRD007,MKT007,12,386.16,251.0,135.16
TXN01907,2019-03-08,CUS010,PRD006,MKT003,20,820.6,369.27,451.33
TXN02987,2019-03-08,CUS010,PRD013,MKT004,20,1177.8,530.01,647.79
TXN04064,2019-03-08,CUS009,PRD010,MKT006,4,74.32,33.44,40.88
TXN00405,2019-03-09,CUS005,PRD018,MKT001,5,142.4,64.08,78.32
TXN03160,2019-03-09,CUS012,PRD020,MKT010,8,584.48,379.91,204.57
TXN03846,2019-03-09,CUS009,PRD004,MKT002,12,393.36,177.01,216.35
TXN04219,2019-03-09,CUS011,PRD013,MKT004,16,898.08,404.14,493.94
TXN00773,2019-03-10,CUS029,PRD011,MKT006,16,224.0,100.8,123.2
TXN04771,2019-03-10,CUS032,PRD007,MKT010,17,546.38,355.15,191.23
TXN03682,2019-03-12,CUS022,PRD004,MKT001,5,176.35,79.36,96.99
TXN01040,2019-03-13,CUS003,PRD012,MKT002,12,433.68,281.89,151.79
TXN03364,2019-03-13,CUS006,PRD004,MKT005,9,328.05,147.62,180.43
TXN00613,2019-03-14,CUS019,PRD020,MKT007,8,585.28,380.43,204.85
TXN01012,2019-03-14,CUS024,PRD012,MKT002,15,571.05,371.18,199.87
TXN02403,2019-03-14,CUS023,PRD016,MKT001,1,18.42,8.29,10.13
TXN04865,2019-03-14,CUS003,PRD008,MKT005,9,88.65,39.89,48.76
TXN00150,2019-03-15,CUS020,PRD005,MKT006,8,79.04,51.38,27.66
TXN00774,2019-03-15,CUS011,PRD014,MKT010,2,50.54,22.74,27.8
TXN02639,2019-03-16,CUS023,PRD011,MKT007,13,177.97,80.09,97.88
TXN00432,2019-03-17,CUS029,PRD008,MKT008,14,142.52,64.13,78.39
TXN01207,2019-03-17,CUS006,PRD006,MKT001,7,324.94,146.22,178.72
TXN01380,2019-03-17,CUS009,PRD019,MKT006,5,148.7,96.66,52.04
TXN02080,2019-03-17,CUS041,PRD012,MKT001,15,565.2,367.38,197.82
TXN02672,2019-03-17,CUS003,PRD012,MKT001,3,131.91,85.74,46.17
TXN04043,2019-03-17,CUS020,PRD002,MKT007,13,292.5,131.62,160.88
TXN03595,2019-03-18,CUS016,PRD011,MKT008,14,191.8,86.31,105.49
TXN03791,2019-03-19,CUS029,PRD008,MKT006,10,100.9,45.41,55.49
TXN01436,2019-03-20,CUS018,PRD007,MKT006,7,201.67,131.09,70.58
TXN04001,2019-03-20,CUS012,PRD017,MKT005,16,1575.2,1023.88,551.32
TXN04627,2019-03-20,CUS009,PRD007,MKT009,17,488.58,317.58,171.0
TXN04839,2019-03-21,CUS006,PRD017,MKT002,12,1067.16,693.65,373.51
TXN00747,2019-03-22,CUS035,PRD003,MKT001,4,200.64,130.42,70.22
TXN02833,2019-03-22,CUS035,PRD018,MKT007,2,60.66,27.3,33.36
TXN03707,2019-03-22,CUS016,PRD003,MKT005,13,638.17,414.81,223.36
TXN04109,2019-03-23,CUS006,PRD012,MKT001,6,252.54,164.15,88.39
TXN00528,2019-03-24,CUS007,PRD018,MKT001,18,478.44,215.3,263.14
TXN01120,2019-03-24,CUS004,PRD012,MKT002,10,409.3,266.05,143.25
TXN02090,2019-03-24,CUS044,PRD018,MKT007,13,335.27,150.87,184.4
TXN02122,2019-03-25,CUS003,PRD008,MKT001,19,195.13,87.81,107.32
TXN02285,2019-03-25,CUS012,PRD018,MKT001,12,330.96,148.93,182.03
TXN02884,2019-03-25,CUS033,PRD017,MKT001,20,1700.4,1105.26,595.14
TXN04517,2019-03-25,CUS020,PRD015,MKT003,6,140.76,91.49,49.27
TXN01113,2019-03-26,CUS049,PRD012,MKT003,9,337.23,219.2,118.03
TXN01432,2019-03-26,CUS015,PRD013,MKT003,12,651.0,292.95,358.05
TXN04059,2019-03-26,CUS045,PRD015,MKT005,16,367.2,238.68,128.52
TXN01308,2019-03-27,CUS016,PRD004,MKT001,5,189.35,85.21,104.14
TXN01528,2019-03-27,CUS003,PRD011,MKT001,16,240.8,108.36,132.44
TXN01912,2019-03-27,CUS003,PRD010,MKT002,9,177.48,79.87,97.61
TXN02494,2019-03-27,CUS012,PRD003,MKT009,5,234.95,152.72,82.23
TXN02535,2019-03-27,CUS023,PRD020,MKT004,9,570.87,371.07,199.8
TXN03113,2019-03-27,CUS018,PRD020,MKT007,10,694.5,451.43,243.07
TXN00790,2019-03-28,CUS033,PRD008,MKT002,15,160.95,72.43,88.52
TXN03065,2019-03-28,CUS008,PRD013,MKT001,15,791.4,356.13,435.27
TXN00403,2019-03-29,CUS007,PRD019,MKT006,15,492.45,320.09,172.36
TXN02971,2019-03-29,CUS005,PRD007,MKT006,15,463.05,300.98,162.07
TXN03977,2019-03-29,CUS014,PRD001,MKT001,16,209.44,94.25,115.19
TXN01388,2019-03-31,CUS035,PRD005,MKT002,11,99.55,64.71,34.84
TXN01463,2019-03-31,CUS007,PRD018,MKT002,16,451.2,203.04,248.16
TXN02548,2019-03-31,CUS009,PRD005,MKT008,15,144.15,93.7,50.45
TXN03767,2019-03-31,CUS005,PRD004,MKT008,8,262.88,118.3,144.58
TXN00434,2019-04-01,CUS018,PRD013,MKT006,21,1115.94,502.17,613.77
TXN01467,2019-04-02,CUS015,PRD002,MKT006,20,496.0,223.2,272.8
TXN01949,2019-04-02,CUS020,PRD007,MKT001,12,332.04,215.83,116.21
TXN02006,2019-04-04,CUS009,PRD009,MKT005,5,302.1,196.37,105.73
TXN04954,2019-04-04,CUS015,PRD010,MKT001,15,282.75,127.24,155.51
TXN02859,2019-04-05,CUS006,PRD013,MKT005,3,150.24,67.61,82.63
TXN03191,2019-04-05,CUS014,PRD020,MKT006,11,734.25,477.26,256.99
TXN04629,2019-04-05,CUS033,PRD003,MKT002,20,947.4,615.81,331.59
TXN00404,2019-04-06,CUS039,PRD014,MKT002,15,349.2,157.14,192.06
TXN04672,2019-04-06,CUS005,PRD003,MKT006,19,999.4,649.61,349.79
TXN04797,2019-04-06,CUS019,PRD006,MKT001,11,482.24,217.01,265.23
TXN01275,2019-04-08,CUS018,PRD019,MKT004,14,454.86,295.66,159.2
TXN00635,2019-04-09,CUS023,PRD014,MKT001,19,403.18,181.43,221.75
TXN01598,2019-04-09,CUS005,PRD019,MKT003,10,350.1,227.56,122.54
TXN03018,2019-04-10,CUS021,PRD015,MKT001,5,115.4,75.01,40.39
TXN00161,2019-04-11,CUS037,PRD015,MKT008,8,210.96,137.12,73.84
TXN00590,2019-04-11,CUS027,PRD019,MKT009,1,31.92,20.75,11.17
TXN00939,2019-04-11,CUS003,PRD020,MKT001,8,572.4,372.06,200.34
TXN02127,2019-04-11,CUS011,PRD010,MKT007,11,209.99,94.5,115.49
TXN04104,2019-04-11,CUS028,PRD020,MKT010,19,1324.11,860.67,463.44
TXN00570,2019-04-12,CUS012,PRD011,MKT004,1,14.57,6.56,8.01
TXN01799,2019-04-12,CUS030,PRD010,MKT010,11,203.17,91.43,111.74
TXN03179,2019-04-12,CUS025,PRD012,MKT002,4,147.84,96.1,51.74
TXN03477,2019-04-12,CUS034,PRD010,MKT006,17,369.24,166.16,203.08
TXN04574,2019-04-12,CUS021,PRD013,MKT007,16,826.4,371.88,454.52
TXN00069,2019-04-13,CUS018,PRD019,MKT001,4,139.92,90.95,48.97
TXN02116,2019-04-13,CUS035,PRD014,MKT002,9,214.11,96.35,117.76
TXN03469,2019-04-13,CUS012,PRD013,MKT002,12,614.28,276.43,337.85
TXN04896,2019-04-13,CUS018,PRD005,MKT007,5,41.0,26.65,14.35
TXN00660,2019-04-14,CUS016,PRD012,MKT003,6,219.72,142.82,76.9
TXN03061,2019-04-14,CUS014,PRD010,MKT004,7,126.98,57.14,69.84
TXN04004,2019-04-14,CUS041,PRD004,MKT004,5,163.25,73.46,89.79
TXN04154,2019-04-14,CUS032,PRD002,MKT008,11,252.01,113.4,138.61
TXN00111,2019-04-16,CUS008,PRD018,MKT001,2,54.86,24.69,30.17
TXN00379,2019-04-16,CUS008,PRD014,MKT005,2,43.12,19.4,23.72
TXN01095,2019-04-16,CUS004,PRD008,MKT005,10,97.2,43.74,53.46
TXN04961,2019-04-16,CUS038,PRD014,MKT002,10,242.5,109.12,133.38
TXN00248,2019-04-17,CUS022,PRD018,MKT004,3,87.51,39.38,48.13
TXN00768,2019-04-17,CUS005,PRD020,MKT001,2,149.02,96.86,52.16
TXN01640,2019-04-17,CUS022,PRD007,MKT002,7,227.08,147.6,79.48
TXN03587,2019-04-17,CUS017,PRD013,MKT003,17,858.67,386.4,472.27
TXN04513,2019-04-17,CUS011,PRD014,MKT008,19,451.06,202.98,248.08
TXN00512,2019-04-18,CUS005,PRD017,MKT010,11,904.53,587.94,316.59
TXN04125,2019-04-18,CUS007,PRD016,MKT003,9,142.83,64.27,78.56
TXN00996,2019-04-19,CUS001,PRD012,MKT010,3,128.64,83.62,45.02
TXN01010,2019-04-19,CUS037,PRD011,MKT001,12,180.36,81.16,99.2
TXN01175,2019-04-19,CUS031,PRD010,MKT001,5,97.6,43.92,53.68
TXN02331,2019-04-19,CUS025,PRD008,MKT001,2,20.44,9.2,11.24
TXN02989,2019-04-19,CUS018,PRD004,MKT003,3,108.03,48.61,59.42
TXN03020,2019-04-20,CUS004,PRD016,MKT006,3,47.01,21.15,25.86
TXN04639,2019-04-20,CUS026,PRD010,MKT008,4,74.48,33.52,40.96
TXN01564,2019-04-21,CUS033,PRD015,MKT003,5,126.9,82.48,44.42
TXN01741,2019-04-21,CUS003,PRD019,MKT003,21,664.65,432.02,232.63
TXN02786,2019-04-21,CUS007,PRD015,MKT009,3,75.87,49.32,26.55
TXN03249,2019-04-21,CUS024,PRD004,MKT005,11,401.61,180.72,220.89
TXN04927,2019-04-21,CUS015,PRD019,MKT006,8,283.2,184.08,99.12
TXN00109,2019-04-22,CUS018,PRD014,MKT001,21,481.95,216.88,265.07
TXN00665,2019-04-22,CUS030,PRD017,MKT003,21,1935.15,1257.85,677.3
TXN01219,2019-04-22,CUS024,PRD016,MKT002,15,249.0,112.05,136.95
TXN01867,2019-04-22,CUS003,PRD006,MKT010,3,130.47,58.71,71.76
TXN04297,2019-04-22,CUS026,PRD012,MKT003,11,461.89,300.23,161.66
TXN02886,2019-04-23,CUS004,PRD020,MKT003,5,320.2,208.13,112.07
TXN03795,2019-04-23,CUS026,PRD017,MKT008,4,351.92,228.75,123.17
TXN04845,2019-04-23,CUS013,PRD014,MKT009,20,487.8,219.51,268.29
TXN00357,2019-04-24,CUS014,PRD011,MKT003,1,15.17,6.83,8.34
TXN01874,2019-04-24,CUS039,PRD006,MKT004,5,239.35,107.71,131.64
TXN04647,2019-04-24,CUS005,PRD007,MKT003,21,616.77,400.9,215.87
TXN02180,2019-04-25,CUS014,PRD011,MKT002,20,280.8,126.36,154.44
TXN00549,2019-04-26,CUS007,PRD005,MKT004,1,8.69,5.65,3.04
TXN04644,2019-04-26,CUS008,PRD007,MKT001,5,135.15,87.85,47.3
TXN02656,2019-04-27,CUS014,PRD017,MKT001,13,1281.8,833.17,448.63
TXN03016,2019-04-27,CUS020,PRD004,MKT001,11,422.73,190.23,232.5
TXN04067,2019-04-27,CUS034,PRD014,MKT006,4,99.64,44.84,54.8
TXN01407,2019-04-28,CUS007,PRD017,MKT004,1,88.59,57.58,31.01
TXN01618,2019-04-28,CUS011,PRD013,MKT002,10,506.7,228.02,278.68
TXN03308,2019-04-28,CUS010,PRD016,MKT002,12,202.08,90.94,111.14
TXN03827,2019-04-28,CUS024,PRD016,MKT007,7,107.17,48.23,58.94
TXN03892,2019-04-28,CUS005,PRD010,MKT004,8,174.64,78.59,96.05
TXN01139,2019-04-30,CUS005,PRD010,MKT006,10,186.4,83.88,102.52
TXN03451,2019-04-30,CUS005,PRD011,MKT007,10,163.3,73.48,89.82
TXN03771,2019-04-30,CUS006,PRD002,MKT006,3,76.38,34.37,42.01
TXN04431,2019-04-30,CUS010,PRD014,MKT006,21,474.81,213.66,261.15
TXN04541,2019-04-30,CUS002,PRD001,MKT001,17,224.74,101.13,123.61
